English Name,Energy (kcal),Total Carbohydrate,Protein,Total Fat,Saturated Fat,Chol,Total Dietary Fiber,Total Sugars,Calcium,Sodium,Restaurant,Item type,main food type,ingredient_category,spicy,sweet,salty,sour,vegetiarian,gluten,milk,egg,fish,crustaceans,price
Fried_rice_with_egg_white_and_dried_scallop,1200,200,43,32,0,64,12,0,59,2100,2,1,3,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42
Fried_rice_with_shredded_beef_&_lettuce,1200,150,41,46,0,370,14,0,85,2000,2,1,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Fried_rice_with_shredded_chicken,1200,160,43,49,9,170,15,0,84,1700,2,1,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34
Fried_rice_with_stir-fried_tomato_and_sliced_beef,1200,170,41,38,0,240,16,19,86,2300,2,1,3,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Steamed_rice_with_curry_beef_brisket,1300,140,62,50,22,130,0,13,140,2300,2,1,3,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Steamed_rice_with_stewed_beef_brisket_and_radish,980,140,56,20,0,64,11,0,75,2000,2,1,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Steamed_rice_with_satay_beef,840,140,33,17,0,26,0,12,77,2200,2,1,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Steamed_rice_with_stir-fried_vegetable_and_sliced_beef,770,130,34,11,3,35,0,0,84,1800,2,1,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34
Steamed_rice_with_stir-fried_vegetable_and_sliced_pork,800,130,30,15,0,36,0,0,73,1300,2,1,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34
Steamed_rice_with_diced_pork_and_sweet_corn,990,170,40,18,0,91,0,5,56,1600,2,1,3,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34
Baked_pork_chop_with_rice,1300,140,50,60,14,150,0,0,120,2200,2,1,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Steamed_rice_with_beancurd_sheet_and_roasted_pork,1400,140,57,62,18,99,20,0,99,2000,2,1,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
Steamed_rice_with_stir-fried_tomato_and_sliced_beef,940,160,36,14,0,160,0,20,51,1600,2,1,3,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34
Steamed_rice_with_stir-fried_egg_and_shrimp,750,130,25,13,0,52,0,0,75,1000,2,1,3,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,34
Steamed_Rice_with_Stewed_Eggplant_and_Shredded_Salty_Fish,1100,140,25,43,10,26,0,0,56,1800,2,1,3,5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34
Steamed_Rice_with_Chicken_and_Winter_Mushroom,660,100,25,18,0,37,0,0,40,1100,2,1,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42
Steamed_Rice_with_Pork_Rib_and_Chicken_Leg_and_Black_Bean_Sauce,820,130,24,25,0,45,0,5,55,1200,2,1,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42
Steamed_Minced_Pork_and_Dried_Squid_with_Rice,1200,120,44,54,21,190,0,4,48,1400,2,1,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34
Steamed_Grass_Carp_with_Rice,930,120,56,27,12,140,0,0,170,1700,2,1,3,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38
Steamed_Rice_with_Barbecued_Pork,1000,130,38,37,0,62,0,0,45,1300,2,1,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34
Steamed_Rice_with_Roasted_Pork,930,110,36,40,12,60,0,0,39,1200,2,1,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34
Steamed_Rice_with_Steamed_Plain_Chicken,940,130,33,29,0,68,0,0,57,1400,2,1,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34
Steamed_Rice_with_Steamed_Soy_Sauce_Chicken,770,110,27,24,0,56,0,0,69,1100,2,1,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28
Steamed_Rice_with_Roasted_Goose,970,130,34,35,0,61,0,0,56,870,2,1,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40
"Sauce_for_""Sui_Mei""",9.5,2,0,0,0,0,0,0,0,290,2,6,6,11,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
Ginger_Puree,86,1.2,0,9,0,0,0,0,0,360,2,6,6,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5
Plum_Sauce,46,11,0,0,0,0,0,11,0,320,2,6,6,9,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5
Cendol_(Less_sweet),220,28,0,11,0,0,0,17,20,39,2,2,6,11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Cendol_(Regular),240,33,0,12,0,0,0,23,21,36,2,2,6,11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Iced_Yuan-yang_(Less_sweet),120,18,0,0,0,11,0,17,100,42,2,2,6,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Iced_Yuan-yang_(Regular),160,26,0,0,0,12,0,24,110,48,2,2,6,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Iced_almond_drink_(Less_sweet),130,20,0,0,0,0,0,14,96,48,2,2,6,11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Iced_almond_drink_(Regular),150,27,0,0,0,0,0,18,99,51,2,2,6,11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Iced_caffe_mocha_(Less_sweet),170,22,0,0,0,13,0,18,120,78,2,2,6,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Iced_caffe_mocha_(Regular),180,26,0,0,0,12,0,22,130,78,2,2,6,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Iced_cappuccino_(Less_sweet),120,16,0,0,2,11,0,15,110,51,2,2,6,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Iced_cappuccino_(Regular),150,23,0,0,2,11,0,21,120,51,2,2,6,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Iced_chocolate_drink_(Less_sweet),140,22,0,0,2,0,0,18,90,75,2,2,6,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Iced_chocolate_drink_(Regular),170,28,0,0,2,0,0,20,87,81,2,2,6,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Iced_cocoa_drink_(Less_sweet),120,14,0,0,2,13,0,14,120,57,2,2,6,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Iced_cocoa_drink_(Regular),140,18,0,0,2,13,0,17,120,57,2,2,6,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Iced_coffee_(Less_sweet),120,18,3,0,2,0,0,14,87,48,2,2,6,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Iced_coffee_(Regular),140,25,3,0,2,0,0,20,90,48,2,2,6,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Iced_green_tea_with_pearl_tapioca_(Less_sweet),90,22,0,0,2,0,0,12,0,0,2,2,6,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Iced_green_tea_with_pearl_tapioca_(Regular),120,30,0,0,2,0,0,18,0,0,2,2,6,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Iced_lemon_and_kumquat_honey_(Less_sweet),120,28,0,0,2,0,0,22,14,330,2,2,6,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Iced_lemon_and_kumquat_honey_(Regular),140,33,0,0,2,0,0,25,15,330,2,2,6,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Iced_lemon_coffee_(Less_sweet),87,21,0,0,2,0,0,17,19,0,2,2,6,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Iced_lemon_coffee_(Regular),110,27,0,0,2,0,0,23,17,0,2,2,6,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Iced_lemon_cola,99,24,0,0,2,0,0,23,10,0,2,2,6,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12
Iced_lemon_honey_(Less_sweet),70,16,0,0,2,0,0,15,19,0,2,2,6,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Iced_lemon_honey_(Regular),100,23,0,0,2,0,0,21,21,0,2,2,6,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Iced_lemon_soda,69,17,0,0,2,0,0,16,10,26,2,2,6,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12
Iced_lemon_tea_(Less_sweet),90,20,0,0,2,0,0,18,14,0,2,2,6,7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Iced_lemon_tea_(Regular),140,33,0,0,2,0,0,25,14,0,2,2,6,7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Iced_milk_tea_(Less_sweet),100,17,0,0,2,0,0,15,90,48,2,2,6,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Iced_milk_tea_with_pearl_tapioca_(Less_sweet),170,27,0,0,2,0,0,12,0,60,2,2,6,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Iced_milk_tea_with_pearl_tapioca_(Regular),200,36,0,0,2,0,0,18,0,60,2,2,6,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Iced_milk_tea_(Regular),130,26,3,0,2,9,0,22,93,48,2,2,6,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Iced_salted_lemon_soda,72,18,0,0,2,0,0,16,11,720,2,2,6,9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12
Iced_watercress_honey_(Less_sweet),78,19,0,0,2,0,0,17,9,30,2,2,6,8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Iced_watercress_honey_(Regular),96,23,1,0,2,0,0,22,11,36,2,2,6,8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Longan_icy_drink_(Regular),160,33,0,0,2,0,0,30,16,15,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Longan_icy_drink_(Less_sweet),140,29,0,0,2,0,0,25,19,0,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Mixed_fruit_icy_drink_(Less_sweet),160,33,0,0,2,0,0,29,19,0,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20
Mixed_fruit_icy_drink_(Regular),170,36,0,0,2,0,0,30,18,0,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20
Mixed_fruit_punch_(Less_sweet),140,33,0,0,2,0,0,29,16,0,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20
Mixed_fruit_punch_(Regular),150,36,0,0,2,0,0,30,17,0,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20
Pineapple_icy_drink_(Less_sweet),120,28,0,0,2,0,0,21,10,0,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Pineapple_icy_drink_(Regular),160,36,0,0,2,0,0,33,11,0,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Pineapple_punch_(Less_sweet),110,25,0,0,2,0,0,23,13,0,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Pineapple_punch_(Regular),140,30,0,0,2,0,0,29,13,0,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Red_bean_icy_drink_(Less_sweet),240,45,0,0,2,0,0,30,93,30,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Red_bean_icy_drink_(Regular),260,48,0,0,2,6,0,36,100,33,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Sweetened_soybean_milk_(cold_drink),165,25,0,0,2,0,0,23,27,0,2,2,6,11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Tri-colour_icy_drink_(Less_sweet),230,36,3,0,2,0,0,29,18,21,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20
Tri-colour_icy_drink_(Regular),250,39,3,9,2,0,0,33,18,24,2,2,6,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20
Almond_drink_(No_sugar_added),110,15,0,0,2,0,0,0,110,58,2,2,6,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Caffe_mocha_(No_sugar_added),170,22,0,0,2,15,0,18,160,100,2,2,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Cappuccino_(No_sugar_added),96,7.2,5,0,2,17,0,6,160,65,2,2,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Citron_tea,110,26,0,0,2,0,0,24,12,48,2,2,6,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Cocoa_drink_(No_sugar_added),100,8.9,5,0,2,15,0,0,130,62,2,2,6,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Coffee_(No_sugar_added),100,7.9,0,0,2,15,0,5,150,79,2,2,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Cogon_grass_and_sugar_cane_drink,60,15,0,0,2,0,0,14,0,0,2,2,6,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Espresso_(No_sugar_added),29,4.1,0,0,2,0,0,0,110,0,2,2,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Five_flower_tea,72,17,0,0,2,0,0,16,11,0,2,2,6,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Ginseng_honey,89,21,0,0,2,0,0,19,0,0,2,2,6,11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Green_tea_with_pearl_tapioca_(No_sugar_added),89,22,0,0,2,0,0,11,6,0,2,2,6,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Hot_chocolate_drink_(No_sugar_added),140,19,0,0,2,0,0,14,110,91,2,2,6,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Lemon_and_kumquat_honey,130,31,0,0,2,0,0,23,18,330,2,2,6,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Lemon_coffee_(No_sugar_added),43,9.1,0,0,2,0,0,0,24,0,2,2,6,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Lemon_cola,100,24,0,0,2,0,0,22,19,0,2,2,6,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12
Lemon_honey,96,22,0,1,2,0,0,18,24,0,2,2,6,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Lemon_tea_(No_sugar_added),36,7.4,0,0,2,0,0,2,21,0,2,2,6,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Milk_tea_(No_sugar_added),110,7.7,0,0,2,17,0,7,190,96,2,2,6,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15
Milk_tea_with_pearl_tapioca_(No_sugar_added),180,29,0,0,2,0,0,13,0,60,2,2,6,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Sour_plum_drink,120,29,0,0,2,0,0,26,14,0,2,2,6,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Soybean_milk_(No_sugar_added),67,2.2,0,0,2,0,0,0,23,0,2,2,6,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Watercress_honey,86,21,0,0,2,0,0,19,11,31,2,2,6,8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Yuan-yang_(mixed_coffee_milk-tea),130,13,6,0,2,20,0,12,170,74,2,2,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18